clave_vuelo,aeropuerto,num_vuelo,iata_compania,aerolinea,destino_iata,destino_ciudad,salida_programada,salida_estimada,estado,estado_desc,terminal,puerta,mostrador,tipo_aeronave,detectado_en
MAD_5356_13/09/2026_12:40:00_LTN,MAD,5356,W9,Wizz Air,LTN,LONDRES /LUTON,2026-09-13 12:40:00,2026-09-13 15:49:00,CER,Cerrado,null,A14,null-null,A21N,2026-09-13 15:01:22.613077
MAD_1312_13/09/2026_13:35:00_GVA,MAD,1312,EC,easyJet,GVA,GINEBRA,2026-09-13 13:35:00,2026-09-13 16:16:00,BOR,Embarcando,T1,C45,null-null,A320,2026-09-13 15:01:22.613077
MAD_5343_13/09/2026_14:30:00_BRI,MAD,5343,AP,Alba Star,BRI,BARI /PALESE,2026-09-13 14:30:00,2026-09-13 15:03:00,BOR,Embarcando,T2,D161,null-null,738W,2026-09-13 15:01:22.613077
MAD_301_13/09/2026_14:30:00_LIM,MAD,301,PU,Plus Ultra,LIM,LIMA,2026-09-13 14:30:00,2026-09-13 14:55:00,BOR,Embarcando,T4,S44,null-null,A332,2026-09-13 15:01:22.613077
MAD_063_13/09/2026_14:35:00_BOS,MAD,063,DL,Delta,BOS,BOSTON,2026-09-13 14:35:00,2026-09-13 16:26:00,BOR,Embarcando,T1,A6,null-null,A339,2026-09-13 15:01:22.613077
MAD_9110_13/09/2026_14:35:00_BOS,MAD,9110,AF,Air France,BOS,BOSTON,2026-09-13 14:35:00,2026-09-13 16:26:00,BOR,Embarcando,T1,A6,null-null,A339,2026-09-13 15:01:22.613077
MAD_8202_13/09/2026_14:35:00_BOS,MAD,8202,KL,KLM,BOS,BOSTON,2026-09-13 14:35:00,2026-09-13 16:26:00,BOR,Embarcando,T1,A6,null-null,A339,2026-09-13 15:01:22.613077
MAD_0351_13/09/2026_14:35:00_LAX,MAD,0351,IB,Iberia,LAX,LOS ANGELES,2026-09-13 14:35:00,2026-09-13 14:59:00,BOR,Embarcando,T4,S12,null-null,A359,2026-09-13 15:01:22.613077
MAD_9421_13/09/2026_14:50:00_VGO,MAD,9421,RO,Tarom,VGO,VIGO,2026-09-13 14:50:00,2026-09-13 15:02:00,BOR,Embarcando,T1,D66,null-null,738W,2026-09-13 15:01:22.613077
MAD_3376_13/09/2026_14:50:00_VGO,MAD,3376,KL,KLM,VGO,VIGO,2026-09-13 14:50:00,2026-09-13 15:02:00,BOR,Embarcando,T1,D66,null-null,738W,2026-09-13 15:01:22.613077
MAD_6066_13/09/2026_14:50:00_VGO,MAD,6066,KU,Kuwait Airways,VGO,VIGO,2026-09-13 14:50:00,2026-09-13 15:02:00,BOR,Embarcando,T1,D66,null-null,738W,2026-09-13 15:01:22.613077
MAD_6741_13/09/2026_14:50:00_VGO,MAD,6741,DL,Delta,VGO,VIGO,2026-09-13 14:50:00,2026-09-13 15:02:00,BOR,Embarcando,T1,D66,null-null,738W,2026-09-13 15:01:22.613077
MAD_6971_13/09/2026_14:50:00_VGO,MAD,6971,AD,Azul Linhas Aéreas Brasileiras S/A,VGO,VIGO,2026-09-13 14:50:00,2026-09-13 15:02:00,BOR,Embarcando,T1,D66,null-null,738W,2026-09-13 15:01:22.613077
MAD_2408_13/09/2026_14:50:00_VGO,MAD,2408,AZ,ITA Airways,VGO,VIGO,2026-09-13 14:50:00,2026-09-13 15:02:00,BOR,Embarcando,T1,D66,null-null,738W,2026-09-13 15:01:22.613077
MAD_6834_13/09/2026_14:50:00_VGO,MAD,6834,AM,Aeromexico,VGO,VIGO,2026-09-13 14:50:00,2026-09-13 15:02:00,BOR,Embarcando,T1,D66,null-null,738W,2026-09-13 15:01:22.613077
MAD_4809_13/09/2026_14:50:00_VGO,MAD,4809,AF,Air France,VGO,VIGO,2026-09-13 14:50:00,2026-09-13 15:02:00,BOR,Embarcando,T1,D66,null-null,738W,2026-09-13 15:01:22.613077
MAD_4394_13/09/2026_14:50:00_VGO,MAD,4394,EY,Etihad Airways,VGO,VIGO,2026-09-13 14:50:00,2026-09-13 15:02:00,BOR,Embarcando,T1,D66,null-null,738W,2026-09-13 15:01:22.613077
MAD_7300_13/09/2026_14:50:00_VGO,MAD,7300,UX,Air Europa,VGO,VIGO,2026-09-13 14:50:00,2026-09-13 15:02:00,BOR,Embarcando,T1,D66,null-null,738W,2026-09-13 15:01:22.613077
MAD_7473_13/09/2026_14:50:00_VGO,MAD,7473,JU,Air Serbia,VGO,VIGO,2026-09-13 14:50:00,2026-09-13 15:02:00,BOR,Embarcando,T1,D66,null-null,738W,2026-09-13 15:01:22.613077
MAD_6944_13/09/2026_14:55:00_LIS,MAD,6944,AM,Aeromexico,LIS,LISBOA,2026-09-13 14:55:00,2026-09-13 15:27:00,BOR,Embarcando,T1,D58,null-null,738W,2026-09-13 15:01:22.613077
MAD_9445_13/09/2026_14:55:00_LIS,MAD,9445,RO,Tarom,LIS,LISBOA,2026-09-13 14:55:00,2026-09-13 15:27:00,BOR,Embarcando,T1,D58,null-null,738W,2026-09-13 15:01:22.613077
MAD_6052_13/09/2026_14:55:00_LIS,MAD,6052,KU,Kuwait Airways,LIS,LISBOA,2026-09-13 14:55:00,2026-09-13 15:27:00,BOR,Embarcando,T1,D58,null-null,738W,2026-09-13 15:01:22.613077
MAD_1803_13/09/2026_14:55:00_MUC,MAD,1803,VL,Lufthansa City Airlines,MUC,MUNICH,2026-09-13 14:55:00,2026-09-13 15:26:00,BOR,Embarcando,null,E76,null-null,A319,2026-09-13 15:01:22.613077
MAD_2061_13/09/2026_14:55:00_PMI,MAD,2061,FR,Ryanair,PMI,PALMA DE MALLORCA,2026-09-13 14:55:00,2026-09-13 15:12:00,BOR,Embarcando,T1,C44,356-360,A320,2026-09-13 15:01:22.613077
MAD_6866_13/09/2026_14:55:00_ZRH,MAD,6866,AM,Aeromexico,ZRH,ZURICH,2026-09-13 14:55:00,2026-09-13 15:09:00,BOR,Embarcando,T1,D61,null-null,738W,2026-09-13 15:01:22.613077
MAD_7417_13/09/2026_14:55:00_ZRH,MAD,7417,JU,Air Serbia,ZRH,ZURICH,2026-09-13 14:55:00,2026-09-13 15:09:00,BOR,Embarcando,T1,D61,null-null,738W,2026-09-13 15:01:22.613077
MAD_4966_13/09/2026_14:55:00_ZRH,MAD,4966,MU,China Eastern,ZRH,ZURICH,2026-09-13 14:55:00,2026-09-13 15:09:00,BOR,Embarcando,T1,D61,null-null,738W,2026-09-13 15:01:22.613077
MAD_4331_13/09/2026_14:55:00_ZRH,MAD,4331,EY,Etihad Airways,ZRH,ZURICH,2026-09-13 14:55:00,2026-09-13 15:09:00,BOR,Embarcando,T1,D61,null-null,738W,2026-09-13 15:01:22.613077
MAD_7398_13/09/2026_14:55:00_LIS,MAD,7398,JU,Air Serbia,LIS,LISBOA,2026-09-13 14:55:00,2026-09-13 15:27:00,BOR,Embarcando,T1,D58,null-null,738W,2026-09-13 15:01:22.613077
MAD_1671_13/09/2026_14:55:00_ZRH,MAD,1671,UX,Air Europa,ZRH,ZURICH,2026-09-13 14:55:00,2026-09-13 15:09:00,BOR,Embarcando,T1,D61,null-null,738W,2026-09-13 15:01:22.613077
MAD_7856_13/09/2026_14:55:00_LIS,MAD,7856,AD,Azul Linhas Aéreas Brasileiras S/A,LIS,LISBOA,2026-09-13 14:55:00,2026-09-13 15:27:00,BOR,Embarcando,T1,D58,null-null,738W,2026-09-13 15:01:22.613077
MAD_2411_13/09/2026_14:55:00_LIS,MAD,2411,AZ,ITA Airways,LIS,LISBOA,2026-09-13 14:55:00,2026-09-13 15:27:00,BOR,Embarcando,T1,D58,null-null,738W,2026-09-13 15:01:22.613077
MAD_0719_13/09/2026_14:55:00_LHR,MAD,0719,IB,Iberia,LHR,LONDRES / HEATHROW,2026-09-13 14:55:00,2026-09-13 15:20:00,BOR,Embarcando,T4,S26,null-null,A20N,2026-09-13 15:01:22.613077
MAD_1155_13/09/2026_14:55:00_LIS,MAD,1155,UX,Air Europa,LIS,LISBOA,2026-09-13 14:55:00,2026-09-13 15:27:00,BOR,Embarcando,T1,D58,null-null,738W,2026-09-13 15:01:22.613077
MAD_2007_13/09/2026_14:55:00_ALG,MAD,2007,AH,Air Algerie,ALG,ARGEL/ HOUARI BOUMEDIEN,2026-09-13 14:55:00,2026-09-13 15:04:00,BOR,Embarcando,T4,S34,null-null,738W,2026-09-13 15:01:22.613077
MAD_7153_13/09/2026_14:55:00_BIO,MAD,7153,UX,Air Europa,BIO,BILBAO,2026-09-13 14:55:00,2026-09-13 15:02:00,BOR,Embarcando,T1,D62,null-null,738W,2026-09-13 15:01:22.613077
MAD_6933_13/09/2026_14:55:00_BIO,MAD,6933,AD,Azul Linhas Aéreas Brasileiras S/A,BIO,BILBAO,2026-09-13 14:55:00,2026-09-13 15:02:00,BOR,Embarcando,T1,D62,null-null,738W,2026-09-13 15:01:22.613077
MAD_7482_13/09/2026_14:55:00_BIO,MAD,7482,JU,Air Serbia,BIO,BILBAO,2026-09-13 14:55:00,2026-09-13 15:02:00,BOR,Embarcando,T1,D62,null-null,738W,2026-09-13 15:01:22.613077
MAD_6965_13/09/2026_14:55:00_BIO,MAD,6965,AM,Aeromexico,BIO,BILBAO,2026-09-13 14:55:00,2026-09-13 15:02:00,BOR,Embarcando,T1,D62,null-null,738W,2026-09-13 15:01:22.613077
MAD_2464_13/09/2026_14:55:00_BIO,MAD,2464,AZ,ITA Airways,BIO,BILBAO,2026-09-13 14:55:00,2026-09-13 15:02:00,BOR,Embarcando,T1,D62,null-null,738W,2026-09-13 15:01:22.613077
MAD_3375_13/09/2026_14:55:00_BIO,MAD,3375,KL,KLM,BIO,BILBAO,2026-09-13 14:55:00,2026-09-13 15:02:00,BOR,Embarcando,T1,D62,null-null,738W,2026-09-13 15:01:22.613077
MAD_9443_13/09/2026_14:55:00_BIO,MAD,9443,RO,Tarom,BIO,BILBAO,2026-09-13 14:55:00,2026-09-13 15:02:00,BOR,Embarcando,T1,D62,null-null,738W,2026-09-13 15:01:22.613077
MAD_4370_13/09/2026_14:55:00_BIO,MAD,4370,EY,Etihad Airways,BIO,BILBAO,2026-09-13 14:55:00,2026-09-13 15:02:00,BOR,Embarcando,T1,D62,null-null,738W,2026-09-13 15:01:22.613077
MAD_6759_13/09/2026_14:55:00_BIO,MAD,6759,DL,Delta,BIO,BILBAO,2026-09-13 14:55:00,2026-09-13 15:02:00,BOR,Embarcando,T1,D62,null-null,738W,2026-09-13 15:01:22.613077
MAD_6063_13/09/2026_14:55:00_BIO,MAD,6063,KU,Kuwait Airways,BIO,BILBAO,2026-09-13 14:55:00,2026-09-13 15:02:00,BOR,Embarcando,T1,D62,null-null,738W,2026-09-13 15:01:22.613077
MAD_4397_13/09/2026_15:00:00_LPA,MAD,4397,EY,Etihad Airways,LPA,GRAN CANARIA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,C40,null-null,B789,2026-09-13 15:01:22.613077
MAD_6075_13/09/2026_15:00:00_LPA,MAD,6075,KU,Kuwait Airways,LPA,GRAN CANARIA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,C40,null-null,B789,2026-09-13 15:01:22.613077
MAD_4818_13/09/2026_15:00:00_LPA,MAD,4818,AF,Air France,LPA,GRAN CANARIA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,C40,null-null,B789,2026-09-13 15:01:22.613077
MAD_6837_13/09/2026_15:00:00_LPA,MAD,6837,AM,Aeromexico,LPA,GRAN CANARIA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,C40,null-null,B789,2026-09-13 15:01:22.613077
MAD_6787_13/09/2026_15:00:00_LPA,MAD,6787,SV,Saudia,LPA,GRAN CANARIA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,C40,null-null,B789,2026-09-13 15:01:22.613077
MAD_4312_13/09/2026_15:00:00_LCG,MAD,4312,EY,Etihad Airways,LCG,A CORUÑA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,E82,null-null,738W,2026-09-13 15:01:22.613077
MAD_4964_13/09/2026_15:00:00_LGW,MAD,4964,MU,China Eastern,LGW,LONDRES /GATWICK,2026-09-13 15:00:00,2026-09-13 15:18:00,BOR,Embarcando,T1,B21,null-null,B38M,2026-09-13 15:01:22.613077
MAD_6940_13/09/2026_15:00:00_LGW,MAD,6940,AM,Aeromexico,LGW,LONDRES /GATWICK,2026-09-13 15:00:00,2026-09-13 15:18:00,BOR,Embarcando,T1,B21,null-null,B38M,2026-09-13 15:01:22.613077
MAD_1015_13/09/2026_15:00:00_LGW,MAD,1015,UX,Air Europa,LGW,LONDRES /GATWICK,2026-09-13 15:00:00,2026-09-13 15:18:00,BOR,Embarcando,T1,B21,null-null,B38M,2026-09-13 15:01:22.613077
MAD_6763_13/09/2026_15:00:00_LCG,MAD,6763,DL,Delta,LCG,A CORUÑA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,E82,null-null,738W,2026-09-13 15:01:22.613077
MAD_3348_13/09/2026_15:00:00_LPA,MAD,3348,KL,KLM,LPA,GRAN CANARIA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,C40,null-null,B789,2026-09-13 15:01:22.613077
MAD_2434_13/09/2026_15:00:00_LCG,MAD,2434,AZ,ITA Airways,LCG,A CORUÑA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,E82,null-null,738W,2026-09-13 15:01:22.613077
MAD_9164_13/09/2026_15:00:00_LPA,MAD,9164,UX,Air Europa,LPA,GRAN CANARIA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,C40,null-null,B789,2026-09-13 15:01:22.613077
MAD_9396_13/09/2026_15:00:00_LPA,MAD,9396,TK,Turkish Airlines,LPA,GRAN CANARIA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,C40,null-null,B789,2026-09-13 15:01:22.613077
MAD_6757_13/09/2026_15:00:00_OPO,MAD,6757,DL,Delta,OPO,OPORTO,2026-09-13 15:00:00,2026-09-13 15:04:00,BOR,Embarcando,T1,E70,null-null,738W,2026-09-13 15:01:22.613077
MAD_2401_13/09/2026_15:00:00_LPA,MAD,2401,AZ,ITA Airways,LPA,GRAN CANARIA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,C40,null-null,B789,2026-09-13 15:01:22.613077
MAD_9447_13/09/2026_15:00:00_LPA,MAD,9447,RO,Tarom,LPA,GRAN CANARIA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,C40,null-null,B789,2026-09-13 15:01:22.613077
MAD_7504_13/09/2026_15:00:00_LPA,MAD,7504,JU,Air Serbia,LPA,GRAN CANARIA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,C40,null-null,B789,2026-09-13 15:01:22.613077
MAD_6761_13/09/2026_15:00:00_LPA,MAD,6761,DL,Delta,LPA,GRAN CANARIA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,C40,null-null,B789,2026-09-13 15:01:22.613077
MAD_1143_13/09/2026_15:00:00_OPO,MAD,1143,UX,Air Europa,OPO,OPORTO,2026-09-13 15:00:00,2026-09-13 15:04:00,BOR,Embarcando,T1,E70,null-null,738W,2026-09-13 15:01:22.613077
MAD_9455_13/09/2026_15:00:00_OPO,MAD,9455,RO,Tarom,OPO,OPORTO,2026-09-13 15:00:00,2026-09-13 15:04:00,BOR,Embarcando,T1,E70,null-null,738W,2026-09-13 15:01:22.613077
MAD_7867_13/09/2026_15:00:00_OPO,MAD,7867,AD,Azul Linhas Aéreas Brasileiras S/A,OPO,OPORTO,2026-09-13 15:00:00,2026-09-13 15:04:00,BOR,Embarcando,T1,E70,null-null,738W,2026-09-13 15:01:22.613077
MAD_6049_13/09/2026_15:00:00_OPO,MAD,6049,KU,Kuwait Airways,OPO,OPORTO,2026-09-13 15:00:00,2026-09-13 15:04:00,BOR,Embarcando,T1,E70,null-null,738W,2026-09-13 15:01:22.613077
MAD_4731_13/09/2026_15:00:00_OPO,MAD,4731,SV,Saudia,OPO,OPORTO,2026-09-13 15:00:00,2026-09-13 15:04:00,BOR,Embarcando,T1,E70,null-null,738W,2026-09-13 15:01:22.613077
MAD_2419_13/09/2026_15:00:00_OPO,MAD,2419,AZ,ITA Airways,OPO,OPORTO,2026-09-13 15:00:00,2026-09-13 15:04:00,BOR,Embarcando,T1,E70,null-null,738W,2026-09-13 15:01:22.613077
MAD_6852_13/09/2026_15:00:00_OPO,MAD,6852,AM,Aeromexico,OPO,OPORTO,2026-09-13 15:00:00,2026-09-13 15:04:00,BOR,Embarcando,T1,E70,null-null,738W,2026-09-13 15:01:22.613077
MAD_7457_13/09/2026_15:00:00_OPO,MAD,7457,JU,Air Serbia,OPO,OPORTO,2026-09-13 15:00:00,2026-09-13 15:04:00,BOR,Embarcando,T1,E70,null-null,738W,2026-09-13 15:01:22.613077
MAD_7516_13/09/2026_15:00:00_OPO,MAD,7516,EY,Etihad Airways,OPO,OPORTO,2026-09-13 15:00:00,2026-09-13 15:04:00,BOR,Embarcando,T1,E70,null-null,738W,2026-09-13 15:01:22.613077
MAD_3364_13/09/2026_15:00:00_LCG,MAD,3364,KL,KLM,LCG,A CORUÑA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,E82,null-null,738W,2026-09-13 15:01:22.613077
MAD_6994_13/09/2026_15:00:00_LPA,MAD,6994,AD,Azul Linhas Aéreas Brasileiras S/A,LPA,GRAN CANARIA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,C40,null-null,B789,2026-09-13 15:01:22.613077
MAD_9417_13/09/2026_15:00:00_LCG,MAD,9417,RO,Tarom,LCG,A CORUÑA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,E82,null-null,738W,2026-09-13 15:01:22.613077
MAD_7896_13/09/2026_15:00:00_FCO,MAD,7896,AD,Azul Linhas Aéreas Brasileiras S/A,FCO,ROMA /FIUMICINO,2026-09-13 15:00:00,2026-09-13 15:29:00,BOR,Embarcando,T1,E75,null-null,B38M,2026-09-13 15:01:22.613077
MAD_9058_13/09/2026_15:00:00_LCG,MAD,9058,TK,Turkish Airlines,LCG,A CORUÑA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,E82,null-null,738W,2026-09-13 15:01:22.613077
MAD_6127_13/09/2026_15:00:00_LCG,MAD,6127,SV,Saudia,LCG,A CORUÑA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,E82,null-null,738W,2026-09-13 15:01:22.613077
MAD_5039_13/09/2026_15:00:00_AGP,MAD,5039,UX,Air Europa,AGP,MALAGA-COSTA DEL SOL,2026-09-13 15:00:00,2026-09-13 15:38:00,BOR,Embarcando,T1,E78,null-null,738W,2026-09-13 15:01:22.613077
MAD_4047_13/09/2026_15:00:00_AGP,MAD,4047,ME,Middle East Airlines,AGP,MALAGA-COSTA DEL SOL,2026-09-13 15:00:00,2026-09-13 15:38:00,BOR,Embarcando,T1,E78,null-null,738W,2026-09-13 15:01:22.613077
MAD_2404_13/09/2026_15:00:00_AGP,MAD,2404,AZ,ITA Airways,AGP,MALAGA-COSTA DEL SOL,2026-09-13 15:00:00,2026-09-13 15:38:00,BOR,Embarcando,T1,E78,null-null,738W,2026-09-13 15:01:22.613077
MAD_6967_13/09/2026_15:00:00_AGP,MAD,6967,AM,Aeromexico,AGP,MALAGA-COSTA DEL SOL,2026-09-13 15:00:00,2026-09-13 15:38:00,BOR,Embarcando,T1,E78,null-null,738W,2026-09-13 15:01:22.613077
MAD_7585_13/09/2026_15:00:00_AGP,MAD,7585,EY,Etihad Airways,AGP,MALAGA-COSTA DEL SOL,2026-09-13 15:00:00,2026-09-13 15:38:00,BOR,Embarcando,T1,E78,null-null,738W,2026-09-13 15:01:22.613077
MAD_6926_13/09/2026_15:00:00_AGP,MAD,6926,AD,Azul Linhas Aéreas Brasileiras S/A,AGP,MALAGA-COSTA DEL SOL,2026-09-13 15:00:00,2026-09-13 15:38:00,BOR,Embarcando,T1,E78,null-null,738W,2026-09-13 15:01:22.613077
MAD_6750_13/09/2026_15:00:00_AGP,MAD,6750,DL,Delta,AGP,MALAGA-COSTA DEL SOL,2026-09-13 15:00:00,2026-09-13 15:38:00,BOR,Embarcando,T1,E78,null-null,738W,2026-09-13 15:01:22.613077
MAD_9419_13/09/2026_15:00:00_AGP,MAD,9419,RO,Tarom,AGP,MALAGA-COSTA DEL SOL,2026-09-13 15:00:00,2026-09-13 15:38:00,BOR,Embarcando,T1,E78,null-null,738W,2026-09-13 15:01:22.613077
MAD_6055_13/09/2026_15:00:00_AGP,MAD,6055,KU,Kuwait Airways,AGP,MALAGA-COSTA DEL SOL,2026-09-13 15:00:00,2026-09-13 15:38:00,BOR,Embarcando,T1,E78,null-null,738W,2026-09-13 15:01:22.613077
MAD_7492_13/09/2026_15:00:00_AGP,MAD,7492,JU,Air Serbia,AGP,MALAGA-COSTA DEL SOL,2026-09-13 15:00:00,2026-09-13 15:38:00,BOR,Embarcando,T1,E78,null-null,738W,2026-09-13 15:01:22.613077
MAD_4952_13/09/2026_15:00:00_AMS,MAD,4952,MU,China Eastern,AMS,AMSTERDAM /SCHIPHOL,2026-09-13 15:00:00,2026-09-13 15:12:00,BOR,Embarcando,T1,D163,null-null,B38M,2026-09-13 15:01:22.613077
MAD_6843_13/09/2026_15:00:00_AMS,MAD,6843,AM,Aeromexico,AMS,AMSTERDAM /SCHIPHOL,2026-09-13 15:00:00,2026-09-13 15:12:00,BOR,Embarcando,T1,D163,null-null,B38M,2026-09-13 15:01:22.613077
MAD_7201_13/09/2026_15:00:00_AMS,MAD,7201,,,AMS,AMSTERDAM /SCHIPHOL,2026-09-13 15:00:00,2026-09-13 15:12:00,BOR,Embarcando,T1,D163,null-null,B38M,2026-09-13 15:01:22.613077
MAD_9557_13/09/2026_15:00:00_AMS,MAD,9557,,,AMS,AMSTERDAM /SCHIPHOL,2026-09-13 15:00:00,2026-09-13 15:12:00,BOR,Embarcando,T1,D163,null-null,B38M,2026-09-13 15:01:22.613077
MAD_1093_13/09/2026_15:00:00_AMS,MAD,1093,UX,Air Europa,AMS,AMSTERDAM /SCHIPHOL,2026-09-13 15:00:00,2026-09-13 15:12:00,BOR,Embarcando,T1,D163,null-null,B38M,2026-09-13 15:01:22.613077
MAD_4351_13/09/2026_15:00:00_AMS,MAD,4351,EY,Etihad Airways,AMS,AMSTERDAM /SCHIPHOL,2026-09-13 15:00:00,2026-09-13 15:12:00,BOR,Embarcando,T1,D163,null-null,B38M,2026-09-13 15:01:22.613077
MAD_4812_13/09/2026_15:00:00_LCG,MAD,4812,AF,Air France,LCG,A CORUÑA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,E82,null-null,738W,2026-09-13 15:01:22.613077
MAD_6984_13/09/2026_15:00:00_LCG,MAD,6984,AM,Aeromexico,LCG,A CORUÑA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,E82,null-null,738W,2026-09-13 15:01:22.613077
MAD_9467_13/09/2026_15:00:00_AMS,MAD,9467,,,AMS,AMSTERDAM /SCHIPHOL,2026-09-13 15:00:00,2026-09-13 15:12:00,BOR,Embarcando,T1,D163,null-null,B38M,2026-09-13 15:01:22.613077
MAD_7235_13/09/2026_15:00:00_LCG,MAD,7235,UX,Air Europa,LCG,A CORUÑA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,E82,null-null,738W,2026-09-13 15:01:22.613077
MAD_7424_13/09/2026_15:00:00_FCO,MAD,7424,JU,Air Serbia,FCO,ROMA /FIUMICINO,2026-09-13 15:00:00,2026-09-13 15:29:00,BOR,Embarcando,T1,E75,null-null,B38M,2026-09-13 15:01:22.613077
MAD_4364_13/09/2026_15:00:00_FCO,MAD,4364,EY,Etihad Airways,FCO,ROMA /FIUMICINO,2026-09-13 15:00:00,2026-09-13 15:29:00,BOR,Embarcando,T1,E75,null-null,B38M,2026-09-13 15:01:22.613077
MAD_7470_13/09/2026_15:00:00_LCG,MAD,7470,JU,Air Serbia,LCG,A CORUÑA,2026-09-13 15:00:00,2026-09-13 15:11:00,BOR,Embarcando,T1,E82,null-null,738W,2026-09-13 15:01:22.613077
MAD_1423_13/09/2026_15:00:00_FCO,MAD,1423,ET,Ethiopian,FCO,ROMA /FIUMICINO,2026-09-13 15:00:00,2026-09-13 15:29:00,BOR,Embarcando,T1,E75,null-null,B38M,2026-09-13 15:01:22.613077
MAD_7117_13/09/2026_15:00:00_FCO,MAD,7117,AZ,ITA Airways,FCO,ROMA /FIUMICINO,2026-09-13 15:00:00,2026-09-13 15:29:00,BOR,Embarcando,T1,E75,null-null,B38M,2026-09-13 15:01:22.613077
MAD_6927_13/09/2026_15:00:00_FCO,MAD,6927,AM,Aeromexico,FCO,ROMA /FIUMICINO,2026-09-13 15:00:00,2026-09-13 15:29:00,BOR,Embarcando,T1,E75,null-null,B38M,2026-09-13 15:01:22.613077
MAD_1047_13/09/2026_15:00:00_FCO,MAD,1047,UX,Air Europa,FCO,ROMA /FIUMICINO,2026-09-13 15:00:00,2026-09-13 15:29:00,BOR,Embarcando,T1,E75,null-null,B38M,2026-09-13 15:01:22.613077
MAD_7420_13/09/2026_15:00:00_AMS,MAD,7420,JU,Air Serbia,AMS,AMSTERDAM /SCHIPHOL,2026-09-13 15:00:00,2026-09-13 15:12:00,BOR,Embarcando,T1,D163,null-null,B38M,2026-09-13 15:01:22.613077
MAD_4958_13/09/2026_15:00:00_FCO,MAD,4958,MU,China Eastern,FCO,ROMA /FIUMICINO,2026-09-13 15:00:00,2026-09-13 15:29:00,BOR,Embarcando,T1,E75,null-null,B38M,2026-09-13 15:01:22.613077
MAD_6982_13/09/2026_15:05:00_TFN,MAD,6982,AD,Azul Linhas Aéreas Brasileiras S/A,TFN,TENERIFE NORTE-C. LA LAGUNA,2026-09-13 15:05:00,2026-09-13 15:21:00,BOR,Embarcando,T1,D60,null-null,B38M,2026-09-13 15:01:22.613077
MAD_4337_13/09/2026_15:05:00_TFN,MAD,4337,EY,Etihad Airways,TFN,TENERIFE NORTE-C. LA LAGUNA,2026-09-13 15:05:00,2026-09-13 15:21:00,BOR,Embarcando,T1,D60,null-null,B38M,2026-09-13 15:01:22.613077
MAD_9060_13/09/2026_15:05:00_TFN,MAD,9060,TK,Turkish Airlines,TFN,TENERIFE NORTE-C. LA LAGUNA,2026-09-13 15:05:00,2026-09-13 15:21:00,BOR,Embarcando,T1,D60,null-null,B38M,2026-09-13 15:01:22.613077
MAD_4814_13/09/2026_15:05:00_TFN,MAD,4814,AF,Air France,TFN,TENERIFE NORTE-C. LA LAGUNA,2026-09-13 15:05:00,2026-09-13 15:21:00,BOR,Embarcando,T1,D60,null-null,B38M,2026-09-13 15:01:22.613077
MAD_3389_13/09/2026_15:05:00_TFN,MAD,3389,KL,KLM,TFN,TENERIFE NORTE-C. LA LAGUNA,2026-09-13 15:05:00,2026-09-13 15:21:00,BOR,Embarcando,T1,D60,null-null,B38M,2026-09-13 15:01:22.613077
MAD_6785_13/09/2026_15:05:00_TFN,MAD,6785,SV,Saudia,TFN,TENERIFE NORTE-C. LA LAGUNA,2026-09-13 15:05:00,2026-09-13 15:21:00,BOR,Embarcando,T1,D60,null-null,B38M,2026-09-13 15:01:22.613077
